Log file open, 02/03/23 21:15:27
[2023.02.03-20.15.28:460][  0]LogMemory: Process Physical Memory: 290.16 MB used, 294.94 MB peak
[2023.02.03-20.15.28:460][  0]LogMemory: Process Virtual Memory: 255.30 MB used, 255.30 MB peak
[2023.02.03-20.15.28:460][  0]LogMemory: Physical Memory: 8510.68 MB used,  7762.56 MB free, 16273.24 MB total
[2023.02.03-20.15.28:460][  0]LogMemory: Virtual Memory: 12291.62 MB used,  6413.61 MB free, 18705.24 MB total
[2023.02.03-20.15.28:460][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.02.03-20.15.28:466][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.02.03-20.15.28:479][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.02.03-20.15.28:480][  0]LogInit: Using OS detected language (pl-PL).
[2023.02.03-20.15.28:480][  0]LogInit: Using OS detected locale (pl-PL).
[2023.02.03-20.15.28:482][  0]LogTextLocalizationManager: No specific localization for 'pl-PL' exists, so 'pl' will be used for the language.
[2023.02.03-20.15.28:482][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Editor/pl/Editor.locres' could not be opened for reading!
[2023.02.03-20.15.28:482][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/EditorTutorials/pl/EditorTutorials.locres' could not be opened for reading!
[2023.02.03-20.15.28:482][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Keywords/pl/Keywords.locres' could not be opened for reading!
[2023.02.03-20.15.28:482][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Category/pl/Category.locres' could not be opened for reading!
[2023.02.03-20.15.28:483][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/ToolTips/pl/ToolTips.locres' could not be opened for reading!
[2023.02.03-20.15.28:483][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/PropertyNames/pl/PropertyNames.locres' could not be opened for reading!
[2023.02.03-20.15.28:483][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Engine/pl/Engine.locres' could not be opened for reading!
[2023.02.03-20.15.28:483][  0]LogInit: Setting process to per monitor DPI aware
[2023.02.03-20.15.28:496][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.02.03-20.15.28:496][  0]LogWindowsTextInputMethodSystem:   - Polski (Polska) - (Keyboard).
[2023.02.03-20.15.28:496][  0]LogWindowsTextInputMethodSystem: Activated input method: Polski (Polska) - (Keyboard).
[2023.02.03-20.15.28:514][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.02.03-20.15.28:514][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.02.03-20.15.28:641][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.02.03-20.15.28:641][  0]LogWindows: Attached monitors:
[2023.02.03-20.15.28:641][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1020), device: '\\.\DISPLAY1' [PRIMARY]
[2023.02.03-20.15.28:641][  0]LogWindows: Found 1 attached monitors.
[2023.02.03-20.15.28:641][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.02.03-20.15.28:642][  0]LogRHI: RHI Adapter Info:
[2023.02.03-20.15.28:642][  0]LogRHI:             Name: NVIDIA GeForce GTX 1050
[2023.02.03-20.15.28:642][  0]LogRHI:   Driver Version: 528.24 (internal:31.0.15.2824, unified:528.24)
[2023.02.03-20.15.28:642][  0]LogRHI:      Driver Date: 1-15-2023
[2023.02.03-20.15.28:642][  0]LogD3D12RHI:     GPU DeviceId: 0x1c8d (for the marketing name, search the web for "GPU Device Id")
[2023.02.03-20.15.28:642][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.02.03-20.15.28:645][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.02.03-20.15.28:645][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: Bindless resources are supported
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.02.03-20.15.28:709][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.02.03-20.15.28:761][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.02.03-20.15.28:761][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.02.03-20.15.28:762][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.02.03-20.15.28:785][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.02.03-20.15.28:785][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.02.03-20.15.28:785][  0]LogRHI: Texture pool is 2151 MB (70% of 3073 MB)
[2023.02.03-20.15.28:785][  0]LogD3D12RHI: Async texture creation enabled
[2023.02.03-20.15.28:785][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.02.03-20.15.28:814][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="E:/lubjam/Korzonki2023/KorzonkiOne.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/lubjam/Korzonki2023/Intermediate/TurnkeyReport_0.log" -log="E:/lubjam/Korzonki2023/Intermediate/TurnkeyLog_0.log" -project="E:/lubjam/Korzonki2023/KorzonkiOne.uproject"  -platform=all'
[2023.02.03-20.15.28:814][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""E:/EpicGames/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/lubjam/Korzonki2023/KorzonkiOne.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/lubjam/Korzonki2023/Intermediate/TurnkeyReport_0.log" -log="E:/lubjam/Korzonki2023/Intermediate/TurnkeyLog_0.log" -project="E:/lubjam/Korzonki2023/KorzonkiOne.uproject"  -platform=all" ]
[2023.02.03-20.15.28:853][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.02.03-20.15.28:853][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.02.03-20.15.28:853][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.02.03-20.15.28:853][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.02.03-20.15.28:853][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.02.03-20.15.28:853][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.02.03-20.15.28:853][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.02.03-20.15.28:853][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.02.03-20.15.28:854][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.02.03-20.15.28:854][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.02.03-20.15.28:855][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.02.03-20.15.28:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.02.03-20.15.28:884][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.02.03-20.15.28:884][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.02.03-20.15.28:889][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.02.03-20.15.28:889][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.02.03-20.15.28:893][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.02.03-20.15.28:893][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.02.03-20.15.28:893][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.02.03-20.15.28:893][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.02.03-20.15.28:896][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.02.03-20.15.28:896][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.02.03-20.15.28:897][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.02.03-20.15.28:900][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.02.03-20.15.28:900][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.02.03-20.15.28:907][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.02.03-20.15.28:907][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.02.03-20.15.28:907][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.02.03-20.15.28:907][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.02.03-20.15.28:907][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.02.03-20.15.28:907][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.02.03-20.15.28:911][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.02.03-20.15.28:911][  0]LogTargetPlatformManager:   ADPCM
[2023.02.03-20.15.28:911][  0]LogTargetPlatformManager:   PCM
[2023.02.03-20.15.28:914][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.02.03-20.15.28:914][  0]LogTargetPlatformManager:   BINKA
[2023.02.03-20.15.28:920][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.02.03-20.15.28:920][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.02.03-20.15.28:920][  0]LogTargetPlatformManager:   OGG
[2023.02.03-20.15.28:923][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.02.03-20.15.28:923][  0]LogTargetPlatformManager:   OPUS
[2023.02.03-20.15.28:968][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.02.03-20.15.28:978][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.02.03-20.15.28:979][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager:   VVM_1_0
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.03-20.15.28:986][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.03-20.15.28:986][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.03-20.15.28:989][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../lubjam/Korzonki2023/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.03-20.15.28:989][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.03-20.15.28:989][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../lubjam/Korzonki2023/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.03-20.15.28:989][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.03-20.15.29:014][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.03-20.15.29:014][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.03-20.15.29:014][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.03-20.15.29:025][  0]LogDerivedDataCache: Speed tests for C:/Users/egal1/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.02.03-20.15.29:025][  0]LogDerivedDataCache: Display: Performance to C:/Users/egal1/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.05ms. RandomReadSpeed=723.94MBs, RandomWriteSpeed=96.23MBs. Assigned SpeedClass 'Local'
[2023.02.03-20.15.29:027][  0]LogDerivedDataCache: Using Local data cache path C:/Users/egal1/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.03-20.15.29:027][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.03-20.15.29:027][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.03-20.15.29:027][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.03-20.15.29:027][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.03-20.15.29:027][  0]LogShaderCompilers: Guid format shader working directory is 11 characters bigger than the processId version (../../../../../lubjam/Korzonki2023/Intermediate/Shaders/WorkingDirectory/14584/).
[2023.02.03-20.15.29:028][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/egal1/AppData/Local/Temp/UnrealShaderWorkingDir/C860FA2D45A7FAA81CFAD5A84D23B8D3/'.
[2023.02.03-20.15.29:028][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.03-20.15.29:028][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.02.03-20.15.29:765][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.03-20.15.30:067][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../lubjam/Korzonki2023/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.03-20.15.30:069][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../lubjam/Korzonki2023/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: ---
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: ---
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.03-20.15.30:555][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.03-20.15.30:671][  0]LogSlate: Using FreeType 2.10.0
[2023.02.03-20.15.30:672][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.03-20.15.30:714][  0]LogAssetRegistry: FAssetRegistry took 0.0117 seconds to start up
[2023.02.03-20.15.30:720][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.03-20.15.31:053][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.03-20.15.31:391][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3650EE600][000005E359FB4800 52] GlobalDefaults, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C1000][000005E359FA7800 52] Windows, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C1200][000005E35EEBC800 52] WindowsEditor, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0A00][000005E35C1BA000 52] WindowsServer, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C1A00][000005E35BEF2800 52] WindowsClient, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0400][000005E353F92800 52] IOS, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C1400][000005E3657F0000 52] iPadAir2, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C2E00][000005E3657F7800 52] IPadPro, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C2A00][000005E3657F5000 52] iPadAir3, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0000][000005E3657FA000 52] iPadAir4, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C2600][000005E3657FC800 52] iPadAir5, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0600][000005E35F4CC800 52] iPadMini4, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C2200][000005E365790000 52] iPadMini5, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C1800][000005E365795000 52] iPadMini6, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C4C00][000005E36579C800 52] iPhone6S, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C4E00][000005E36579A000 52] iPhone7, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C3800][000005E365797800 52] iPodTouch7, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C4A00][000005E3657F2800 52] iPhone6SPlus, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0200][000005E3657A0000 52] iPhone7Plus, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C1E00][000005E3657A5000 52] iPhoneSE, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C3A00][000005E3657A7800 52] iPhone8, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C4600][000005E3657AA000 52] iPhone8Plus, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0C00][000005E3657AC800 52] iPhoneX, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C4400][000005E365792800 52] iPhoneXS, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C0800][000005E365770000 52] iPhoneXSMax, 
[2023.02.03-20.15.31:391][  0]LogDeviceProfileManager: 	[000005E3657C3400][000005E365775000 52] iPhoneXR, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C3200][000005E365777800 52] iPhone11, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C2800][000005E36577A000 52] iPhone11Pro, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C3600][000005E36577C800 52] iPhone11ProMax, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C3E00][000005E3657A2800 52] iPhoneSE2, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C2C00][000005E3662D0000 52] iPhone12Mini, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C4000][000005E3662D5000 52] iPhone12, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C1600][000005E3662D7800 52] iPhone12Pro, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C5000][000005E3662DA000 52] iPhone12ProMax, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C3000][000005E3662DC800 52] iPhone13Mini, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C3C00][000005E365772800 52] iPhone13, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C1C00][000005E366290000 52] iPhone13Pro, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C5800][000005E366295000 52] iPhone13ProMax, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C2400][000005E366297800 52] iPhoneSE3, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C5A00][000005E36629A000 52] iPhone14, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C5E00][000005E36629C800 52] iPhone14Plus, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C6000][000005E3662D2800 52] iPhone14Pro, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C5200][000005E3662A0000 52] iPhone14ProMax, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C5400][000005E3662A5000 52] iPadPro105, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C2000][000005E3662A7800 52] iPadPro129, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C6800][000005E3662AA000 52] iPadPro97, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C0E00][000005E3662AC800 52] iPadPro2_129, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C6A00][000005E366292800 52] iPad5, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C6E00][000005E3662F0000 52] iPad6, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C7000][000005E3662F5000 52] iPad7, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C6200][000005E3662F7800 52] iPad8, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C6400][000005E3662FA000 52] iPad9, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C4200][000005E3662FC800 52] iPad10, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C7800][000005E3662A2800 52] iPadPro11, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C4800][000005E366300000 52] iPadPro2_11, 
[2023.02.03-20.15.31:392][  0]LogDeviceProfileManager: 	[000005E3657C7A00][000005E366305000 52] iPadPro3_11, 
